condition_id,config_id,split_group_id,same_prior_group,disease,A_contrast,H,z_top,z_bottom,tumor_thickness,targeted_shape,targeted_lateral_position,targeted_heterogeneity_mode,targeted_heterogeneity_scale,ood_split_family,split_role,operator_noise_group,layer_modulus_variation_x,paired_operator_set,policy,model_training_allowed,diffusion_training_allowed
F3NCS_0402_ood_unseen_depth_range_cylinder_zb09p7_E17p8,F3NCS_0402_ood_unseen_depth_range_cylinder_zb09.7_E17.8,ood_unseen_depth_range|cylinder|core_shell|nominal,ood_unseen_depth_range|cylinder|core_shell|nominal,ood_unseen_depth_range,17.8412,0.73092,9.01403,9.74494,0.73092,cylinder,near_boundary,core_shell,0.29318,ood_unseen_depth_range,ood_test,nominal,0.78943,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0403_ood_unseen_depth_range_cylinder_zb13p3_E13p7,F3NCS_0403_ood_unseen_depth_range_cylinder_zb13.3_E13.7,ood_unseen_depth_range|cylinder|core_shell|nominal,ood_unseen_depth_range|cylinder|core_shell|nominal,ood_unseen_depth_range,13.73139,0.6106,12.66388,13.27448,0.6106,cylinder,center,core_shell,0.59007,ood_unseen_depth_range,ood_test,nominal,0.98209,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0404_ood_unseen_depth_range_two_foci_zb08p6_E25p9,F3NCS_0404_ood_unseen_depth_range_two_foci_zb08.6_E25.9,ood_unseen_depth_range|two_foci|lateral_gradient|nominal,ood_unseen_depth_range|two_foci|lateral_gradient|nominal,ood_unseen_depth_range,25.93259,1.03434,7.60063,8.63497,1.03434,two_foci,center,lateral_gradient,0.57218,ood_unseen_depth_range,ood_test,nominal,0.96659,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0405_ood_unseen_depth_range_cylinder_zb09p6_E16p6,F3NCS_0405_ood_unseen_depth_range_cylinder_zb09.6_E16.6,ood_unseen_depth_range|cylinder|checker|nominal,ood_unseen_depth_range|cylinder|checker|nominal,ood_unseen_depth_range,16.56801,2.0781,7.5606,9.6387,2.0781,cylinder,near_boundary,checker,0.37279,ood_unseen_depth_range,ood_test,nominal,1.63243,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0406_ood_unseen_depth_range_two_foci_zb12p7_E08p4,F3NCS_0406_ood_unseen_depth_range_two_foci_zb12.7_E08.4,ood_unseen_depth_range|two_foci|core_shell|nominal,ood_unseen_depth_range|two_foci|core_shell|nominal,ood_unseen_depth_range,8.39085,2.1399,10.52734,12.66725,2.1399,two_foci,near_boundary,core_shell,0.73075,ood_unseen_depth_range,ood_test,nominal,1.14262,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0407_ood_unseen_depth_range_two_foci_zb10p5_E11p3,F3NCS_0407_ood_unseen_depth_range_two_foci_zb10.5_E11.3,ood_unseen_depth_range|two_foci|homogeneous|nominal,ood_unseen_depth_range|two_foci|homogeneous|nominal,ood_unseen_depth_range,11.34075,1.89702,8.65125,10.54826,1.89702,two_foci,half_pitch_x_shift,homogeneous,0.0,ood_unseen_depth_range,ood_test,nominal,0.72883,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0408_ood_unseen_depth_range_ellipse_zb12p1_E31p3,F3NCS_0408_ood_unseen_depth_range_ellipse_zb12.1_E31.3,ood_unseen_depth_range|ellipse|rim_soft|nominal,ood_unseen_depth_range|ellipse|rim_soft|nominal,ood_unseen_depth_range,31.31398,0.49809,11.65092,12.14901,0.49809,ellipse,half_pitch_x_shift,rim_soft,0.41462,ood_unseen_depth_range,ood_test,nominal,1.30463,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0409_ood_unseen_depth_range_two_foci_zb08p9_E07p6,F3NCS_0409_ood_unseen_depth_range_two_foci_zb08.9_E07.6,ood_unseen_depth_range|two_foci|homogeneous|nominal,ood_unseen_depth_range|two_foci|homogeneous|nominal,ood_unseen_depth_range,7.62912,0.96025,7.91116,8.87141,0.96025,two_foci,half_pitch_x_shift,homogeneous,0.0,ood_unseen_depth_range,ood_test,nominal,0.85728,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0410_ood_unseen_depth_range_ellipse_zb13p0_E23p5,F3NCS_0410_ood_unseen_depth_range_ellipse_zb13.0_E23.5,ood_unseen_depth_range|ellipse|checker|nominal,ood_unseen_depth_range|ellipse|checker|nominal,ood_unseen_depth_range,23.47584,2.83946,10.14076,12.98022,2.83946,ellipse,half_pitch_x_shift,checker,0.67096,ood_unseen_depth_range,ood_test,nominal,1.32284,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0411_ood_unseen_depth_range_two_foci_zb14p0_E48p4,F3NCS_0411_ood_unseen_depth_range_two_foci_zb14.0_E48.4,ood_unseen_depth_range|two_foci|homogeneous|nominal,ood_unseen_depth_range|two_foci|homogeneous|nominal,ood_unseen_depth_range,48.38945,0.56083,13.40837,13.9692,0.56083,two_foci,half_pitch_x_shift,homogeneous,0.0,ood_unseen_depth_range,ood_test,nominal,0.89551,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0412_ood_unseen_depth_range_ellipse_zb12p8_E74p8,F3NCS_0412_ood_unseen_depth_range_ellipse_zb12.8_E74.8,ood_unseen_depth_range|ellipse|checker|nominal,ood_unseen_depth_range|ellipse|checker|nominal,ood_unseen_depth_range,74.81447,2.35365,10.40988,12.76352,2.35365,ellipse,half_pitch_x_shift,checker,0.66607,ood_unseen_depth_range,ood_test,nominal,0.88884,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0413_ood_unseen_depth_range_ellipse_zb12p0_E10p1,F3NCS_0413_ood_unseen_depth_range_ellipse_zb12.0_E10.1,ood_unseen_depth_range|ellipse|hotspot|nominal,ood_unseen_depth_range|ellipse|hotspot|nominal,ood_unseen_depth_range,10.05617,2.04897,9.90203,11.95099,2.04897,ellipse,half_pitch_x_shift,hotspot,0.41274,ood_unseen_depth_range,ood_test,nominal,1.54189,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0414_ood_unseen_depth_range_cylinder_zb10p0_E74p1,F3NCS_0414_ood_unseen_depth_range_cylinder_zb10.0_E74.1,ood_unseen_depth_range|cylinder|homogeneous|nominal,ood_unseen_depth_range|cylinder|homogeneous|nominal,ood_unseen_depth_range,74.13767,1.05322,8.94274,9.99597,1.05322,cylinder,center,homogeneous,0.0,ood_unseen_depth_range,ood_test,nominal,1.02838,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0415_ood_unseen_depth_range_two_foci_zb11p6_E74p6,F3NCS_0415_ood_unseen_depth_range_two_foci_zb11.6_E74.6,ood_unseen_depth_range|two_foci|checker|nominal,ood_unseen_depth_range|two_foci|checker|nominal,ood_unseen_depth_range,74.55049,3.02071,8.58714,11.60785,3.02071,two_foci,half_pitch_x_shift,checker,0.50577,ood_unseen_depth_range,ood_test,nominal,0.63641,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0416_ood_unseen_depth_range_two_foci_zb10p5_E76p3,F3NCS_0416_ood_unseen_depth_range_two_foci_zb10.5_E76.3,ood_unseen_depth_range|two_foci|core_shell|nominal,ood_unseen_depth_range|two_foci|core_shell|nominal,ood_unseen_depth_range,76.27231,0.67072,9.78256,10.45328,0.67072,two_foci,near_boundary,core_shell,0.19391,ood_unseen_depth_range,ood_test,nominal,0.76816,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0417_ood_unseen_depth_range_two_foci_zb13p3_E17p8,F3NCS_0417_ood_unseen_depth_range_two_foci_zb13.3_E17.8,ood_unseen_depth_range|two_foci|checker|nominal,ood_unseen_depth_range|two_foci|checker|nominal,ood_unseen_depth_range,17.83199,0.4929,12.80177,13.29467,0.4929,two_foci,center,checker,0.70457,ood_unseen_depth_range,ood_test,nominal,0.88943,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0418_ood_unseen_depth_range_ellipse_zb13p8_E28p3,F3NCS_0418_ood_unseen_depth_range_ellipse_zb13.8_E28.3,ood_unseen_depth_range|ellipse|core_shell|nominal,ood_unseen_depth_range|ellipse|core_shell|nominal,ood_unseen_depth_range,28.31946,1.46672,12.30665,13.77337,1.46672,ellipse,half_pitch_x_shift,core_shell,0.68947,ood_unseen_depth_range,ood_test,nominal,0.8506,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0419_ood_unseen_depth_range_ellipse_zb09p0_E16p3,F3NCS_0419_ood_unseen_depth_range_ellipse_zb09.0_E16.3,ood_unseen_depth_range|ellipse|lateral_gradient|nominal,ood_unseen_depth_range|ellipse|lateral_gradient|nominal,ood_unseen_depth_range,16.34229,0.89302,8.13577,9.02879,0.89302,ellipse,near_boundary,lateral_gradient,0.4051,ood_unseen_depth_range,ood_test,nominal,1.1494,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0420_ood_unseen_depth_range_cylinder_zb13p3_E28p6,F3NCS_0420_ood_unseen_depth_range_cylinder_zb13.3_E28.6,ood_unseen_depth_range|cylinder|rim_soft|nominal,ood_unseen_depth_range|cylinder|rim_soft|nominal,ood_unseen_depth_range,28.56311,0.52066,12.72999,13.25065,0.52066,cylinder,center,rim_soft,0.3479,ood_unseen_depth_range,ood_test,nominal,1.00394,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0421_ood_unseen_depth_range_cylinder_zb11p0_E23p8,F3NCS_0421_ood_unseen_depth_range_cylinder_zb11.0_E23.8,ood_unseen_depth_range|cylinder|checker|nominal,ood_unseen_depth_range|cylinder|checker|nominal,ood_unseen_depth_range,23.75858,1.34851,9.66183,11.01033,1.34851,cylinder,half_pitch_x_shift,checker,0.6015,ood_unseen_depth_range,ood_test,nominal,0.98541,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0422_ood_unseen_depth_range_ellipse_zb11p4_E23p6,F3NCS_0422_ood_unseen_depth_range_ellipse_zb11.4_E23.6,ood_unseen_depth_range|ellipse|hotspot|nominal,ood_unseen_depth_range|ellipse|hotspot|nominal,ood_unseen_depth_range,23.57906,1.43998,9.97894,11.41892,1.43998,ellipse,near_boundary,hotspot,0.64462,ood_unseen_depth_range,ood_test,nominal,1.36007,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0423_ood_unseen_depth_range_ellipse_zb09p3_E11p4,F3NCS_0423_ood_unseen_depth_range_ellipse_zb09.3_E11.4,ood_unseen_depth_range|ellipse|rim_soft|nominal,ood_unseen_depth_range|ellipse|rim_soft|nominal,ood_unseen_depth_range,11.35764,1.83288,7.48657,9.31945,1.83288,ellipse,center,rim_soft,0.22128,ood_unseen_depth_range,ood_test,nominal,0.78203,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0424_ood_unseen_depth_range_ellipse_zb11p1_E21p4,F3NCS_0424_ood_unseen_depth_range_ellipse_zb11.1_E21.4,ood_unseen_depth_range|ellipse|rim_soft|nominal,ood_unseen_depth_range|ellipse|rim_soft|nominal,ood_unseen_depth_range,21.43018,2.2171,8.902,11.1191,2.2171,ellipse,half_pitch_x_shift,rim_soft,0.63971,ood_unseen_depth_range,ood_test,nominal,0.92373,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0425_ood_unseen_depth_range_two_foci_zb13p1_E09p6,F3NCS_0425_ood_unseen_depth_range_two_foci_zb13.1_E09.6,ood_unseen_depth_range|two_foci|lateral_gradient|nominal,ood_unseen_depth_range|two_foci|lateral_gradient|nominal,ood_unseen_depth_range,9.63884,1.849,11.25239,13.10139,1.849,two_foci,near_boundary,lateral_gradient,0.42098,ood_unseen_depth_range,ood_test,nominal,0.56296,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0426_ood_unseen_depth_range_cylinder_zb10p6_E06p2,F3NCS_0426_ood_unseen_depth_range_cylinder_zb10.6_E06.2,ood_unseen_depth_range|cylinder|rim_soft|nominal,ood_unseen_depth_range|cylinder|rim_soft|nominal,ood_unseen_depth_range,6.21728,2.64132,7.92051,10.56182,2.64132,cylinder,center,rim_soft,0.46623,ood_unseen_depth_range,ood_test,nominal,1.38941,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0427_ood_unseen_depth_range_ellipse_zb13p9_E58p6,F3NCS_0427_ood_unseen_depth_range_ellipse_zb13.9_E58.6,ood_unseen_depth_range|ellipse|core_shell|nominal,ood_unseen_depth_range|ellipse|core_shell|nominal,ood_unseen_depth_range,58.61292,1.23763,12.6631,13.90073,1.23763,ellipse,near_boundary,core_shell,0.48035,ood_unseen_depth_range,ood_test,nominal,0.89985,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0428_ood_unseen_depth_range_ellipse_zb10p2_E73p0,F3NCS_0428_ood_unseen_depth_range_ellipse_zb10.2_E73.0,ood_unseen_depth_range|ellipse|core_shell|nominal,ood_unseen_depth_range|ellipse|core_shell|nominal,ood_unseen_depth_range,72.98302,1.63478,8.57856,10.21334,1.63478,ellipse,half_pitch_x_shift,core_shell,0.51008,ood_unseen_depth_range,ood_test,nominal,1.12341,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0429_ood_unseen_depth_range_two_foci_zb09p5_E07p0,F3NCS_0429_ood_unseen_depth_range_two_foci_zb09.5_E07.0,ood_unseen_depth_range|two_foci|rim_soft|nominal,ood_unseen_depth_range|two_foci|rim_soft|nominal,ood_unseen_depth_range,7.01419,0.91025,8.57043,9.48068,0.91025,two_foci,near_boundary,rim_soft,0.58288,ood_unseen_depth_range,ood_test,nominal,1.13322,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0430_ood_unseen_depth_range_two_foci_zb11p3_E33p1,F3NCS_0430_ood_unseen_depth_range_two_foci_zb11.3_E33.1,ood_unseen_depth_range|two_foci|hotspot|nominal,ood_unseen_depth_range|two_foci|hotspot|nominal,ood_unseen_depth_range,33.14928,0.94442,10.35742,11.30183,0.94442,two_foci,half_pitch_x_shift,hotspot,0.55228,ood_unseen_depth_range,ood_test,nominal,1.36043,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0431_ood_unseen_depth_range_cylinder_zb08p8_E06p7,F3NCS_0431_ood_unseen_depth_range_cylinder_zb08.8_E06.7,ood_unseen_depth_range|cylinder|rim_soft|nominal,ood_unseen_depth_range|cylinder|rim_soft|nominal,ood_unseen_depth_range,6.71947,0.75893,8.07433,8.83327,0.75893,cylinder,center,rim_soft,0.27679,ood_unseen_depth_range,ood_test,nominal,0.99272,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0432_ood_unseen_depth_range_cylinder_zb09p3_E08p3,F3NCS_0432_ood_unseen_depth_range_cylinder_zb09.3_E08.3,ood_unseen_depth_range|cylinder|homogeneous|nominal,ood_unseen_depth_range|cylinder|homogeneous|nominal,ood_unseen_depth_range,8.34739,3.34294,5.9909,9.33383,3.34294,cylinder,center,homogeneous,0.0,ood_unseen_depth_range,ood_test,nominal,1.22397,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0433_ood_unseen_depth_range_cylinder_zb12p9_E86p3,F3NCS_0433_ood_unseen_depth_range_cylinder_zb12.9_E86.3,ood_unseen_depth_range|cylinder|lateral_gradient|nominal,ood_unseen_depth_range|cylinder|lateral_gradient|nominal,ood_unseen_depth_range,86.33868,2.66195,10.26621,12.92816,2.66195,cylinder,near_boundary,lateral_gradient,0.57017,ood_unseen_depth_range,ood_test,nominal,0.72277,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0434_ood_unseen_depth_range_ellipse_zb13p9_E71p4,F3NCS_0434_ood_unseen_depth_range_ellipse_zb13.9_E71.4,ood_unseen_depth_range|ellipse|hotspot|nominal,ood_unseen_depth_range|ellipse|hotspot|nominal,ood_unseen_depth_range,71.44983,1.79684,12.06622,13.86306,1.79684,ellipse,near_boundary,hotspot,0.20067,ood_unseen_depth_range,ood_test,nominal,1.48674,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0435_ood_unseen_depth_range_cylinder_zb10p5_E25p4,F3NCS_0435_ood_unseen_depth_range_cylinder_zb10.5_E25.4,ood_unseen_depth_range|cylinder|hotspot|nominal,ood_unseen_depth_range|cylinder|hotspot|nominal,ood_unseen_depth_range,25.39863,1.61275,8.88145,10.4942,1.61275,cylinder,near_boundary,hotspot,0.33488,ood_unseen_depth_range,ood_test,nominal,1.35512,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0436_ood_unseen_depth_range_ellipse_zb11p9_E84p1,F3NCS_0436_ood_unseen_depth_range_ellipse_zb11.9_E84.1,ood_unseen_depth_range|ellipse|hotspot|nominal,ood_unseen_depth_range|ellipse|hotspot|nominal,ood_unseen_depth_range,84.05361,1.87989,10.02497,11.90485,1.87989,ellipse,half_pitch_x_shift,hotspot,0.32239,ood_unseen_depth_range,ood_test,nominal,0.66954,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0437_ood_unseen_depth_range_ellipse_zb10p1_E14p8,F3NCS_0437_ood_unseen_depth_range_ellipse_zb10.1_E14.8,ood_unseen_depth_range|ellipse|rim_soft|nominal,ood_unseen_depth_range|ellipse|rim_soft|nominal,ood_unseen_depth_range,14.80989,2.37549,7.74945,10.12494,2.37549,ellipse,center,rim_soft,0.19412,ood_unseen_depth_range,ood_test,nominal,0.7745,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0438_ood_unseen_depth_range_ellipse_zb10p1_E24p0,F3NCS_0438_ood_unseen_depth_range_ellipse_zb10.1_E24.0,ood_unseen_depth_range|ellipse|homogeneous|nominal,ood_unseen_depth_range|ellipse|homogeneous|nominal,ood_unseen_depth_range,24.03491,1.25669,8.83267,10.08936,1.25669,ellipse,half_pitch_x_shift,homogeneous,0.0,ood_unseen_depth_range,ood_test,nominal,2.02774,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0439_ood_unseen_depth_range_ellipse_zb10p5_E33p5,F3NCS_0439_ood_unseen_depth_range_ellipse_zb10.5_E33.5,ood_unseen_depth_range|ellipse|homogeneous|nominal,ood_unseen_depth_range|ellipse|homogeneous|nominal,ood_unseen_depth_range,33.49268,1.69487,8.85096,10.54583,1.69487,ellipse,center,homogeneous,0.0,ood_unseen_depth_range,ood_test,nominal,0.86052,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0440_ood_unseen_depth_range_two_foci_zb12p0_E12p1,F3NCS_0440_ood_unseen_depth_range_two_foci_zb12.0_E12.1,ood_unseen_depth_range|two_foci|checker|nominal,ood_unseen_depth_range|two_foci|checker|nominal,ood_unseen_depth_range,12.08714,0.69627,11.34459,12.04086,0.69627,two_foci,near_boundary,checker,0.23006,ood_unseen_depth_range,ood_test,nominal,0.70566,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0441_ood_unseen_depth_range_ellipse_zb12p4_E06p2,F3NCS_0441_ood_unseen_depth_range_ellipse_zb12.4_E06.2,ood_unseen_depth_range|ellipse|hotspot|nominal,ood_unseen_depth_range|ellipse|hotspot|nominal,ood_unseen_depth_range,6.18933,1.19423,11.24863,12.44287,1.19423,ellipse,half_pitch_x_shift,hotspot,0.28628,ood_unseen_depth_range,ood_test,nominal,1.39176,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0442_ood_unseen_depth_range_ellipse_zb11p7_E13p1,F3NCS_0442_ood_unseen_depth_range_ellipse_zb11.7_E13.1,ood_unseen_depth_range|ellipse|homogeneous|nominal,ood_unseen_depth_range|ellipse|homogeneous|nominal,ood_unseen_depth_range,13.08631,1.49998,10.21907,11.71905,1.49998,ellipse,center,homogeneous,0.0,ood_unseen_depth_range,ood_test,nominal,0.87217,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0443_ood_unseen_depth_range_ellipse_zb11p2_E14p1,F3NCS_0443_ood_unseen_depth_range_ellipse_zb11.2_E14.1,ood_unseen_depth_range|ellipse|lateral_gradient|nominal,ood_unseen_depth_range|ellipse|lateral_gradient|nominal,ood_unseen_depth_range,14.05831,2.84178,8.38034,11.22211,2.84178,ellipse,half_pitch_x_shift,lateral_gradient,0.72068,ood_unseen_depth_range,ood_test,nominal,1.35428,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0444_ood_unseen_depth_range_ellipse_zb10p4_E07p3,F3NCS_0444_ood_unseen_depth_range_ellipse_zb10.4_E07.3,ood_unseen_depth_range|ellipse|rim_soft|nominal,ood_unseen_depth_range|ellipse|rim_soft|nominal,ood_unseen_depth_range,7.30181,3.04138,7.40112,10.4425,3.04138,ellipse,center,rim_soft,0.5319,ood_unseen_depth_range,ood_test,nominal,0.8632,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0445_ood_unseen_depth_range_two_foci_zb13p3_E51p9,F3NCS_0445_ood_unseen_depth_range_two_foci_zb13.3_E51.9,ood_unseen_depth_range|two_foci|homogeneous|nominal,ood_unseen_depth_range|two_foci|homogeneous|nominal,ood_unseen_depth_range,51.85697,1.73659,11.52756,13.26415,1.73659,two_foci,half_pitch_x_shift,homogeneous,0.0,ood_unseen_depth_range,ood_test,nominal,0.73175,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0446_ood_unseen_depth_range_cylinder_zb12p2_E10p8,F3NCS_0446_ood_unseen_depth_range_cylinder_zb12.2_E10.8,ood_unseen_depth_range|cylinder|checker|nominal,ood_unseen_depth_range|cylinder|checker|nominal,ood_unseen_depth_range,10.81159,1.0508,11.12902,12.17982,1.0508,cylinder,near_boundary,checker,0.70829,ood_unseen_depth_range,ood_test,nominal,0.46617,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0447_ood_unseen_depth_range_two_foci_zb11p7_E11p2,F3NCS_0447_ood_unseen_depth_range_two_foci_zb11.7_E11.2,ood_unseen_depth_range|two_foci|homogeneous|nominal,ood_unseen_depth_range|two_foci|homogeneous|nominal,ood_unseen_depth_range,11.20986,2.05579,9.6463,11.70209,2.05579,two_foci,near_boundary,homogeneous,0.0,ood_unseen_depth_range,ood_test,nominal,1.36042,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0448_ood_unseen_layer_modulus_ellipse_zb07p4_E21p0,F3NCS_0448_ood_unseen_layer_modulus_ellipse_zb07.4_E21.0,ood_unseen_layer_modulus|ellipse|checker|nominal,ood_unseen_layer_modulus|ellipse|checker|nominal,ood_unseen_layer_modulus,20.98662,2.08836,5.32373,7.41209,2.08836,ellipse,center,checker,0.4213,ood_unseen_layer_modulus,ood_test,nominal,0.29813,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0449_ood_unseen_layer_modulus_ellipse_zb05p8_E54p9,F3NCS_0449_ood_unseen_layer_modulus_ellipse_zb05.8_E54.9,ood_unseen_layer_modulus|ellipse|homogeneous|nominal,ood_unseen_layer_modulus|ellipse|homogeneous|nominal,ood_unseen_layer_modulus,54.9331,3.01039,2.77373,5.78412,3.01039,ellipse,center,homogeneous,0.0,ood_unseen_layer_modulus,ood_test,nominal,2.12002,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0450_ood_unseen_layer_modulus_crescent_zb09p9_E11p6,F3NCS_0450_ood_unseen_layer_modulus_crescent_zb09.9_E11.6,ood_unseen_layer_modulus|crescent|checker|nominal,ood_unseen_layer_modulus|crescent|checker|nominal,ood_unseen_layer_modulus,11.57829,1.13908,8.71538,9.85446,1.13908,crescent,near_boundary,checker,0.4499,ood_unseen_layer_modulus,ood_test,nominal,3.38556,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0451_ood_unseen_layer_modulus_cylinder_zb09p3_E36p6,F3NCS_0451_ood_unseen_layer_modulus_cylinder_zb09.3_E36.6,ood_unseen_layer_modulus|cylinder|rim_soft|nominal,ood_unseen_layer_modulus|cylinder|rim_soft|nominal,ood_unseen_layer_modulus,36.60846,1.18961,8.07533,9.26494,1.18961,cylinder,near_boundary,rim_soft,0.46658,ood_unseen_layer_modulus,ood_test,nominal,2.43887,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0452_ood_unseen_layer_modulus_two_foci_zb09p4_E11p5,F3NCS_0452_ood_unseen_layer_modulus_two_foci_zb09.4_E11.5,ood_unseen_layer_modulus|two_foci|core_shell|nominal,ood_unseen_layer_modulus|two_foci|core_shell|nominal,ood_unseen_layer_modulus,11.45403,3.24633,6.13279,9.37912,3.24633,two_foci,center,core_shell,0.42231,ood_unseen_layer_modulus,ood_test,nominal,2.13344,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0453_ood_unseen_layer_modulus_lobed_zb09p7_E21p6,F3NCS_0453_ood_unseen_layer_modulus_lobed_zb09.7_E21.6,ood_unseen_layer_modulus|lobed|checker|nominal,ood_unseen_layer_modulus|lobed|checker|nominal,ood_unseen_layer_modulus,21.59852,2.21155,7.48243,9.69399,2.21155,lobed,center,checker,0.27764,ood_unseen_layer_modulus,ood_test,nominal,0.32275,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0454_ood_unseen_layer_modulus_crescent_zb06p1_E76p6,F3NCS_0454_ood_unseen_layer_modulus_crescent_zb06.1_E76.6,ood_unseen_layer_modulus|crescent|rim_soft|nominal,ood_unseen_layer_modulus|crescent|rim_soft|nominal,ood_unseen_layer_modulus,76.56592,1.68652,4.46021,6.14672,1.68652,crescent,near_boundary,rim_soft,0.72427,ood_unseen_layer_modulus,ood_test,nominal,1.9143,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0455_ood_unseen_layer_modulus_ellipse_zb06p0_E06p3,F3NCS_0455_ood_unseen_layer_modulus_ellipse_zb06.0_E06.3,ood_unseen_layer_modulus|ellipse|hotspot|nominal,ood_unseen_layer_modulus|ellipse|hotspot|nominal,ood_unseen_layer_modulus,6.34309,1.10891,4.93366,6.04258,1.10891,ellipse,center,hotspot,0.61778,ood_unseen_layer_modulus,ood_test,nominal,0.26916,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0456_ood_unseen_layer_modulus_ellipse_zb02p7_E65p7,F3NCS_0456_ood_unseen_layer_modulus_ellipse_zb02.7_E65.7,ood_unseen_layer_modulus|ellipse|checker|nominal,ood_unseen_layer_modulus|ellipse|checker|nominal,ood_unseen_layer_modulus,65.67776,2.48762,0.22132,2.70894,2.48762,ellipse,half_pitch_x_shift,checker,0.49134,ood_unseen_layer_modulus,ood_test,nominal,0.53865,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
